DATATYPE,DATATYPESUBCATEGORY,PURPOSE,PURPOSESUBCATEGORY,COMPANIES,IN_NODES,IN_NODES
DEVICE SETTINGS,DEVICE INFO,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",35,13
DEVICE SETTINGS,DEVICE INFO,COMPANY OPERATIONS,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",35,19
DEVICE SETTINGS,DEVICE INFO,ANYONE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",35,27
DEVICE SETTINGS,DEVICE INFO,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",35,17
DEVICE SETTINGS,DEVICE INFO,ANALYTICS,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",35,12
DEVICE SETTINGS,DEVICE INFO,ADVERTISING,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",35,10
DEVICE SETTINGS,DEVICE INFO,ACCOUNT SECURITY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",35,24
DEVICE SIGNALS,DEVICE SIGNALS,THIRD PARTY,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,28
DEVICE SIGNALS,DEVICE SIGNALS,RESEARCH AND DEVELOPMENT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,23
DEVICE SIGNALS,DEVICE SIGNALS,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,21
DEVICE SIGNALS,DEVICE SIGNALS,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,20
DEVICE SIGNALS,DEVICE SIGNALS,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,22
DEVICE SIGNALS,DEVICE SIGNALS,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,26
DEVICE SIGNALS,DEVICE SIGNALS,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,25
DEVICE SIGNALS,DEVICE SIGNALS,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,16
DEVICE SIGNALS,DEVICE SIGNALS,PERSONALIZE CONTENT,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,15
DEVICE SIGNALS,DEVICE SIGNALS,OTHER,LOCATION-BASED SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,11
DEVICE SIGNALS,DEVICE SIGNALS,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,18
DEVICE SIGNALS,DEVICE SIGNALS,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,14
DEVICE SIGNALS,DEVICE SIGNALS,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,13
DEVICE SIGNALS,DEVICE SIGNALS,COMPANY OPERATIONS,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,19
DEVICE SIGNALS,DEVICE SIGNALS,ANYONE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,27
DEVICE SIGNALS,DEVICE SIGNALS,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,17
DEVICE SIGNALS,DEVICE SIGNALS,ANALYTICS,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,12
DEVICE SIGNALS,DEVICE SIGNALS,ADVERTISING,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,10
DEVICE SIGNALS,DEVICE SIGNALS,ACCOUNT SECURITY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,24
DRIVER'S LICENSE NUMBER,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,AMAZON,53,21
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,AMAZON,53,20
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,AMAZON,53,22
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,AMAZON,53,26
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,AMAZON,53,25
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PERSONALIZE CONTENT,PROVIDE BUSINESS SERVICES,AMAZON,53,15
DRIVER'S LICENSE NUMBER,PERSONAL DATA,OTHER,OPERATIONS,AMAZON,53,11
DRIVER'S LICENSE NUMBER,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,AMAZON,53,14
DRIVER'S LICENSE NUMBER,PERSONAL DATA,IMPROVE PRODUCT,OPERATIONS,AMAZON,53,13
DRIVER'S LICENSE NUMBER,PERSONAL DATA,COMPANY OPERATIONS,THIRD PARTY,AMAZON,53,19
DRIVER'S LICENSE NUMBER,PERSONAL DATA,ADVERTISING,SAFETY AND SECURITY,AMAZON,53,10
DRIVER'S LICENSE NUMBER,PERSONAL DATA,ACCOUNT SECURITY,THIRD PARTY,AMAZON,53,24
FAMILY MEMBERS INFORMATION,PERSONAL DATA,ACCOUNT SECURITY,RESEARCH AND DEVELOPMENT,FACEBOOK,54,24
FILE INFO,DEVICE INFO,COMPANY OPERATIONS,ANY PURPOSE,APPLE,36,19
FILE INFO,DEVICE INFO,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"FACEBOOK,GOOGLE",36,17
FILE INFO,DEVICE INFO,ACCOUNT SECURITY,RESEARCH AND DEVELOPMENT,FACEBOOK,36,24
IP ADDRESS,DEVICE INFO,THIRD PARTY,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,28
IP ADDRESS,DEVICE INFO,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,21
IP ADDRESS,DEVICE INFO,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,20
IP ADDRESS,DEVICE INFO,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,22
IP ADDRESS,DEVICE INFO,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,25
IP ADDRESS,DEVICE INFO,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,16
IP ADDRESS,DEVICE INFO,PERSONALIZE CONTENT,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,15
IP ADDRESS,DEVICE INFO,OTHER,LOCATION-BASED SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,11
IP ADDRESS,DEVICE INFO,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,18
IP ADDRESS,DEVICE INFO,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,14
IP ADDRESS,DEVICE INFO,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,13
IP ADDRESS,DEVICE INFO,COMPANY OPERATIONS,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,19
IP ADDRESS,DEVICE INFO,ANYONE,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,27
IP ADDRESS,DEVICE INFO,ANALYTICS,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,12
IP ADDRESS,DEVICE INFO,ADVERTISING,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,10
IP ADDRESS,DEVICE INFO,ACCOUNT SECURITY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,24
LOCATION HISTORY,LOCATION FROM DEVICE,THIRD PARTY,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,28
LOCATION HISTORY,LOCATION FROM DEVICE,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,21
LOCATION HISTORY,LOCATION FROM DEVICE,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,20
LOCATION HISTORY,LOCATION FROM DEVICE,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,22
LOCATION HISTORY,LOCATION FROM DEVICE,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,26
LOCATION HISTORY,LOCATION FROM DEVICE,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,25
LOCATION HISTORY,LOCATION FROM DEVICE,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,16
LOCATION HISTORY,LOCATION FROM DEVICE,PERSONALIZE CONTENT,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,15
LOCATION HISTORY,LOCATION FROM DEVICE,OTHER,LOCATION-BASED SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,11
LOCATION HISTORY,LOCATION FROM DEVICE,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,18
LOCATION HISTORY,LOCATION FROM DEVICE,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,14
LOCATION HISTORY,LOCATION FROM DEVICE,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,13
LOCATION HISTORY,LOCATION FROM DEVICE,COMPANY OPERATIONS,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,19
LOCATION HISTORY,LOCATION FROM DEVICE,ANYONE,ANY PURPOSE,APPLE,42,27
LOCATION HISTORY,LOCATION FROM DEVICE,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,17
LOCATION HISTORY,LOCATION FROM DEVICE,ANALYTICS,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,12
LOCATION HISTORY,LOCATION FROM DEVICE,ADVERTISING,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,10
LOCATION HISTORY,LOCATION FROM DEVICE,ACCOUNT SECURITY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,24
LOGIN INFORMATION,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,21
LOGIN INFORMATION,PERSONAL DATA,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,"AMAZON,FACEBOOK,GOOGLE",55,20
LOGIN INFORMATION,PERSONAL DATA,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,22
LOGIN INFORMATION,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,26
LOGIN INFORMATION,PERSONAL DATA,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,25
LOGIN INFORMATION,PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,16
LOGIN INFORMATION,PERSONAL DATA,PERSONALIZE CONTENT,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,15
LOGIN INFORMATION,PERSONAL DATA,OTHER,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,11
LOGIN INFORMATION,PERSONAL DATA,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,18
LOGIN INFORMATION,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,14
LOGIN INFORMATION,PERSONAL DATA,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,13
LOGIN INFORMATION,PERSONAL DATA,COMPANY OPERATIONS,ANY PURPOSE,"APPLE,FACEBOOK,GOOGLE",55,19
LOGIN INFORMATION,PERSONAL DATA,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,17
LOGIN INFORMATION,PERSONAL DATA,ANALYTICS,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,12
LOGIN INFORMATION,PERSONAL DATA,ADVERTISING,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,10
LOGIN INFORMATION,PERSONAL DATA,ACCOUNT SECURITY,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",55,24
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,THIRD PARTY,RESEARCH AND DEVELOPMENT,"APPLE,GOOGLE,FACEBOOK",43,28
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",43,21
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",43,20
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,APPLE,43,22
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PROTECT COMPANY,SAFETY AND SECURITY,APPLE,43,26
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",43,25
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,"AMAZON,FACEBOOK",43,16
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PERSONALIZE CONTENT,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",43,15
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,OTHER,LOCATION-BASED SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",43,11
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",43,18
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",43,14
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE",43,13
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,COMPANY OPERATIONS,THIRD PARTY,"AMAZON,FACEBOOK",43,19
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ANYONE,ANY PURPOSE,APPLE,43,27
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"FACEBOOK,GOOGLE",43,17
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ANALYTICS,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",43,12
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ADVERTISING,SAFETY AND SECURITY,APPLE,43,10
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ACCOUNT SECURITY,THIRD PARTY,"AMAZON,FACEBOOK",43,24
NETWORK INFO,DEVICE INFO,THIRD PARTY,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,28
NETWORK INFO,DEVICE INFO,RESEARCH AND DEVELOPMENT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,23
NETWORK INFO,DEVICE INFO,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,21
NETWORK INFO,DEVICE INFO,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,20
NETWORK INFO,DEVICE INFO,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,22
NETWORK INFO,DEVICE INFO,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,26
NETWORK INFO,DEVICE INFO,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,25
NETWORK INFO,DEVICE INFO,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,16
NETWORK INFO,DEVICE INFO,PERSONALIZE CONTENT,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,15
NETWORK INFO,DEVICE INFO,OTHER,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,11
NETWORK INFO,DEVICE INFO,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,18
NETWORK INFO,DEVICE INFO,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,14
NETWORK INFO,DEVICE INFO,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,13
NETWORK INFO,DEVICE INFO,COMPANY OPERATIONS,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,19
NETWORK INFO,DEVICE INFO,ANYONE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,27
NETWORK INFO,DEVICE INFO,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,17
NETWORK INFO,DEVICE INFO,ANALYTICS,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,12
NETWORK INFO,DEVICE INFO,ADVERTISING,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,10
NETWORK INFO,DEVICE INFO,ACCOUNT SECURITY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",38,24
NON-PERSONAL DATA,NON-PERSONAL DATA,THIRD PARTY,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK",45,28
NON-PERSONAL DATA,NON-PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE",45,21
NON-PERSONAL DATA,NON-PERSONAL DATA,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,20
NON-PERSONAL DATA,NON-PERSONAL DATA,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,"AMAZON,APPLE",45,22
NON-PERSONAL DATA,NON-PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE",45,26
NON-PERSONAL DATA,NON-PERSONAL DATA,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE",45,25
NON-PERSONAL DATA,NON-PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE",45,16
NON-PERSONAL DATA,NON-PERSONAL DATA,PERSONALIZE CONTENT,LOCATION-BASED SERVICES,"AMAZON,APPLE",45,15
NON-PERSONAL DATA,NON-PERSONAL DATA,OTHER,LOCATION-BASED SERVICES,"AMAZON,APPLE,GOOGLE",45,11
NON-PERSONAL DATA,NON-PERSONAL DATA,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE",45,18
NON-PERSONAL DATA,NON-PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE",45,14
NON-PERSONAL DATA,NON-PERSONAL DATA,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE",45,13
NON-PERSONAL DATA,NON-PERSONAL DATA,COMPANY OPERATIONS,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,19
NON-PERSONAL DATA,NON-PERSONAL DATA,ANYONE,ANY PURPOSE,APPLE,45,27
NON-PERSONAL DATA,NON-PERSONAL DATA,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,17
NON-PERSONAL DATA,NON-PERSONAL DATA,ANALYTICS,ADVERTISING,"AMAZON,APPLE",45,12
NON-PERSONAL DATA,NON-PERSONAL DATA,ADVERTISING,SAFETY AND SECURITY,"AMAZON,APPLE",45,10
NON-PERSONAL DATA,NON-PERSONAL DATA,ACCOUNT SECURITY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,24
OTHER ACCOUNT INFORMATION,PERSONAL DATA,THIRD PARTY,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,28
OTHER ACCOUNT INFORMATION,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,21
OTHER ACCOUNT INFORMATION,PERSONAL DATA,PROVIDE SERVICES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,20
OTHER ACCOUNT INFORMATION,PERSONAL DATA,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,22
OTHER ACCOUNT INFORMATION,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,26
OTHER ACCOUNT INFORMATION,PERSONAL DATA,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,25
OTHER ACCOUNT INFORMATION,PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,16
OTHER ACCOUNT INFORMATION,PERSONAL DATA,PERSONALIZE CONTENT,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,15
OTHER ACCOUNT INFORMATION,PERSONAL DATA,OTHER,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,11
OTHER ACCOUNT INFORMATION,PERSONAL DATA,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,18
OTHER ACCOUNT INFORMATION,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,14
OTHER ACCOUNT INFORMATION,PERSONAL DATA,IMPROVE PRODUCT,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,13
OTHER ACCOUNT INFORMATION,PERSONAL DATA,COMPANY OPERATIONS,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,19
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ANYONE,ANY PURPOSE,"APPLE,FACEBOOK,GOOGLE",57,27
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,17
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ANALYTICS,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,12
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ADVERTISING,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,10
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ACCOUNT SECURITY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,24
PAYMENT CARD INFORMATION,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,AMAZON,58,21
PAYMENT CARD INFORMATION,PERSONAL DATA,PROVIDE SERVICES,PROVIDE BUSINESS SERVICES,AMAZON,58,20
PAYMENT CARD INFORMATION,PERSONAL DATA,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,AMAZON,58,22
PAYMENT CARD INFORMATION,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,AMAZON,58,26
PAYMENT CARD INFORMATION,PERSONAL DATA,PRODUCT SAFETY,ANALYTICS/DATA ANALYSIS,AMAZON,58,25
PAYMENT CARD INFORMATION,PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS/DATA ANALYSIS,AMAZON,58,16
PAYMENT CARD INFORMATION,PERSONAL DATA,PERSONALIZE CONTENT,ADVERTISING,AMAZON,58,15
PAYMENT CARD INFORMATION,PERSONAL DATA,OTHER,LOCATION-BASED SERVICES,AMAZON,58,11
PAYMENT CARD INFORMATION,PERSONAL DATA,LOCATION-BASED SERVICES,ANALYTICS/DATA ANALYSIS,AMAZON,58,18
PAYMENT CARD INFORMATION,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS/DATA ANALYSIS,AMAZON,58,14
PAYMENT CARD INFORMATION,PERSONAL DATA,IMPROVE PRODUCT,OPERATIONS,AMAZON,58,13
PAYMENT CARD INFORMATION,PERSONAL DATA,ANY PURPOSE,ANALYTICS/DATA ANALYSIS,AMAZON,58,17
PAYMENT CARD INFORMATION,PERSONAL DATA,ANALYTICS,ADVERTISING,AMAZON,58,12
PAYMENT CARD INFORMATION,PERSONAL DATA,ADVERTISING,SAFETY AND SECURITY,AMAZON,58,10
PAYMENT CARD INFORMATION,PERSONAL DATA,ACCOUNT SECURITY,RESEARCH AND DEVELOPMENT,"AMAZON,FACEBOOK",58,24
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,THIRD PARTY,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,28
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,21
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,PROVIDE SERVICES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,20
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,PROVIDE BUSINESS SERVICES,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,22
